global_round,train_loss,train_mse,train_r2,train_mae,train_mape,dev_loss,dev_mse,dev_r2,dev_mae,dev_mape,test_loss,test_mse,test_r2,test_mae,test_mape
191,132424110.02380952,132424104.57307993,-0.05351668416228805,3194.0760201037906,0.8535409229373139,179321335.8974359,179321334.28842357,-0.056604771969107626,3129.0579991426607,0.8302079039173003,129919255.21957372,129919250.91827655,-0.07663276522014462,3090.595351127887,0.8268191680578346
192,132574044.61904761,132574043.01034689,-0.0547095383316043,3193.549598026023,0.8520082250961087,179354559.02564102,179354547.73149875,-0.056800473627173,3128.7680880364796,0.8290673980934108,130051567.70942111,130051578.95553981,-0.07772935944823556,3090.0409518600427,0.8253791772192856
193,132281961.57142857,132281965.16647378,-0.05238587616612089,3191.684160051956,0.850945448547365,179337495.30769232,179337502.67803222,-0.056700040040156496,3127.9892223956876,0.828635735125313,129837494.92142767,129837492.82863966,-0.07595524100796869,3089.191444680826,0.8253480923225692
194,132933798.88095239,132933801.08245347,-0.05757163909829055,3180.1962191954785,0.8436677483602638,179235810.56410256,179235809.50803813,-0.05610083923051046,3113.8372995815216,0.8191738674566577,129835366.04363728,129835359.92206219,-0.07593756574360078,3074.941841718212,0.8151242699635022
195,132201798.26190476,132201795.59696141,-0.051748077033435314,3187.665792775651,0.851002326595781,179268896.97435898,179268902.54210398,-0.056295831409503894,3123.44933004257,0.8268699454053953,129788164.14226258,129788160.295474,-0.07554642536885381,3084.6663410746296,0.8232498450802166
196,132364324.0595238,132364323.36511847,-0.0530410872142113,3180.4779661398024,0.8443202053631085,179260369.35897437,179260357.79411125,-0.056245483682948016,3116.04643246073,0.8201564034123872,129851960.49413545,129851955.91221799,-0.076075095683519,3077.5778165488423,0.816458535151057
197,132602529.57142857,132602529.83438757,-0.05493616885708463,3178.4742588280214,0.8435799463132087,179228182.41025642,179228174.56340975,-0.05605585228592824,3113.815830658644,0.8190948695543208,129778663.85294488,129778658.16362758,-0.07546768179226326,3075.3471754105126,0.8155370838508182
198,132075612.72619048,132075611.50275433,-0.05074420353962039,3172.6791969523542,0.8404782687789069,179205770.53846154,179205760.29638788,-0.05592378199106074,3109.0438286004924,0.8155647640366049,129931287.43120192,129931288.51627263,-0.0767325200472817,3070.84093123845,0.8116772077870358
199,131852989.02380952,131852982.22939178,-0.048973048245601225,3173.1105987692163,0.8420387576062192,179192804.02564102,179192796.8912802,-0.05584739846563069,3110.0448391651494,0.8167981906958648,129836315.94375078,129836313.47196224,-0.07594546775241318,3072.067532438696,0.8131946462735999
200,132201151.6904762,132201146.69936231,-0.051742914646653926,3168.0415813802256,0.8383520370347638,179148215.58974358,179148210.9338098,-0.055584687195870286,3104.4323696310703,0.812705072944412,129756176.68659352,129756184.53753081,-0.07528144424826522,3065.794771865843,0.809090953012644
201,132036115.66666667,132036115.46291317,-0.050429987807785626,3161.647785002277,0.8345462621724757,179119552.92307693,179119559.10785893,-0.05541586369170992,3098.438138512465,0.808217312461517,129845845.29499306,129845843.48378138,-0.07602444236860673,3059.9684896133544,0.8042992835575344
202,131717402.60714285,131717400.54107307,-0.04789441100526548,3169.0470720565036,0.8412742883193403,179132722.76923078,179132719.49829233,-0.05549340790243118,3106.2394635769037,0.8145878985568263,129805268.10669693,129805265.0976287,-0.0756881718022131,3067.7283261034886,0.8109614937883065
203,131941417.15476191,131941418.52652638,-0.04967661437366533,3161.0222059864373,0.8339353415746884,179124072.2051282,179124071.4631785,-0.055442451583119334,3098.3439686924985,0.8080796958199671,129696358.75621137,129696361.61978151,-0.07478569544349045,3059.5306415382256,0.8044145159752192
204,131708672.75,131708670.31471126,-0.04782495658714159,3163.5567055018173,0.8361045259465727,179129989.92307693,179129996.0311194,-0.0554773605736365,3101.649100242517,0.8105067566341335,129808282.80968596,129808293.98025922,-0.0757132719644984,3063.2867234213563,0.8069872936068084
205,131814162.32142857,131814168.04552567,-0.04866425710506883,3154.903227171018,0.8296677405584403,179064573.33333334,179064569.81397292,-0.05509185344185452,3092.584163558789,0.803916516079116,129756230.62025476,129756237.79337057,-0.07528188557610238,3054.2464719405016,0.8003626549792537
206,132117153.33333333,132117153.29565898,-0.051074694518254304,3155.986291714146,0.830404791172695,179094883.33333334,179094887.83314058,-0.05527049456036015,3092.720224676224,0.8042533625937754,129855764.17757599,129855765.65541722,-0.07610666678885059,3054.0690353052933,0.8000558615965979
207,132002525.14285715,132002524.05851169,-0.050162747148726705,3152.736413546306,0.8275074934439647,179093997.7179487,179093990.49571696,-0.05526520723073136,3089.68620329004,0.8015365985988547,129798640.11073275,129798635.49580182,-0.07563323270352895,3051.1231779126656,0.7973296237993198
208,131463243.47619048,131463248.90676853,-0.045872475588672135,3150.4364035796552,0.8269823321572671,179062699.02564102,179062711.3331489,-0.05508090282231426,3088.4150060858483,0.8010373811755604,129731441.83957624,129731439.43114604,-0.07507638308816467,3049.957866884718,0.7970273989281352
209,131414073.83333333,131414074.54379189,-0.04548126273512132,3145.907294631891,0.8244162498198386,179061332.41025642,179061339.54292572,-0.05507281990177537,3084.639422059107,0.7979844199686814,129730888.36372809,129730892.32496797,-0.07507184925323851,3046.010350943604,0.7937800711592176
210,131195414.75,131195418.59638023,-0.04374171773738755,3142.448517420817,0.8220087237830045,179032156.12820512,179032145.8851691,-0.054900803793266784,3081.4845465039593,0.7955672293308904,129712315.82217178,129712312.49680698,-0.07491787937095484,3042.8005107168083,0.7914380119384812
211,131230299.90476191,131230298.74379489,-0.04401921115420815,3138.7396117927774,0.8202394386378591,178990144.41025642,178990137.71126637,-0.05465328144918291,3077.1176350758624,0.7931490279111062,129682496.32059528,129682487.1869054,-0.07467071887975796,3038.4495407241125,0.7889107660697324
212,131556172.0595238,131556169.85590403,-0.046611719931973994,3138.5162188664435,0.819676719863779,178985752.64102563,178985761.47850454,-0.05462749562488178,3076.3516007692388,0.7926143642372298,129635959.56539287,129635948.61882088,-0.07428505665578355,3038.0124498103423,0.788647225432783
213,131146311.0595238,131146314.37968874,-0.04335106294146507,3140.094318839766,0.8219170626908083,178980260.46153846,178980264.1287418,-0.054595103907434606,3078.699520545128,0.7946861347954348,129616246.74435616,129616257.3252975,-0.07412187612905652,3040.673258240308,0.7909414107753839
214,131531684.73809524,131531680.46062379,-0.0464168914557237,3136.312854630252,0.8184486541102517,178959971.35897437,178959979.11145,-0.05447557966814087,3073.7225268544294,0.7909041857610818,129642727.36234078,129642723.42620128,-0.0743411990638736,3035.6562019643543,0.7869336932333664
215,131623744.79761904,131623744.74974649,-0.04714932053212939,3131.8179042481243,0.8147518013736655,178940194.6153846,178940192.25559717,-0.05435899071680761,3068.5297650633715,0.7869873296464529,129642511.5081347,129642515.40534069,-0.0743394752079185,3030.19153562929,0.7826419461103633
216,131539827.07142857,131539828.48773806,-0.04648171411422353,3137.5420257576875,0.8198964667731726,178953194.2051282,178953197.99816185,-0.054435623704797376,3074.521763567741,0.7920734323468154,129693008.24870728,129693006.8244641,-0.07475789446300585,3036.298670616347,0.7879935930996214
217,131431143.11904761,131431145.8418535,-0.045617075602319535,3126.586109769486,0.8125777860051213,178922934.87179488,178922937.541568,-0.05425732175893083,3064.1089247648533,0.7840023345266303,129618011.60802118,129618012.25837216,-0.07413641915047631,3025.452874441408,0.7795071743581435
218,131484683.85714285,131484691.2300053,-0.04604306269854885,3124.2969251046225,0.8120466118738927,178882625.23076922,178882626.59968576,-0.05401979991734751,3061.68324696712,0.7829760625185721,129669082.13318199,129669084.66583884,-0.07455965301988865,3023.290739206667,0.7786203486917118
219,130519449.73809524,130519448.71398899,-0.03836395398821013,3121.235513425299,0.8116155249342777,178896775.7948718,178896772.9073899,-0.0541031533916303,3060.8151570589116,0.781960226369132,129598401.09244545,129598402.01664312,-0.07397391029493616,3021.9784966597626,0.7772787227478851
220,130140434.14285715,130140435.2466513,-0.03534866449352392,3120.533389830873,0.8116554957772721,178893867.25641027,178893874.2483496,-0.054086073789883615,3061.48398571748,0.78249688667844,129596453.86555682,129596457.97089742,-0.07395780010855413,3023.405300002303,0.7782524925262753
221,131374662.01190476,131374663.75730832,-0.045167725247137414,3118.670894258789,0.8090148100839561,178842700.76923078,178842684.5727884,-0.05378445181228608,3056.1426366781575,0.7793144103378324,129617774.18665658,129617771.96107168,-0.07413442782166824,3017.780436072588,0.7748091503877782
222,130458319.22619048,130458317.03756873,-0.03787761321779537,3114.140408083087,0.8066187365491273,178852225.84615386,178852236.27884507,-0.05384073277985735,3053.9742980221145,0.7772516419007273,129653409.62365998,129653404.78977664,-0.07442971486057948,3015.9352069558377,0.7728659178333486
223,130903884.08333333,130903883.98288888,-0.04142237730979614,3106.1138468164772,0.8007073238516614,178789642.2051282,178789635.96535307,-0.05347187655745156,3044.9702659188174,0.7709914495211333,129552389.54218692,129552385.18710491,-0.0735925716858985,3006.695075999835,0.7663603605944312
224,130103828.76190476,130103827.39610627,-0.035057426116305024,3111.1786517060937,0.8059368094467448,178819909.23076922,178819927.161233,-0.05365035962664355,3052.0027814568616,0.7763464353507167,129610408.67877412,129610403.6025786,-0.07407336669236297,3014.103438478533,0.7720759869884622
225,130135350.91666667,130135353.69309573,-0.035308237552601485,3100.9525406360626,0.7989960701763843,178780622.97435898,178780616.55317697,-0.05341873199446101,3041.835760252598,0.7686615160458993,129589440.55618615,129589432.85317205,-0.07389958339417801,3004.055775844821,0.7642070668065429
226,130206802.17857143,130206801.02747475,-0.035876645842390475,3102.1911920947687,0.799658298760666,178779185.92307693,178779181.92893973,-0.05341027884067939,3043.1540699555326,0.7696288138134373,129493963.38806911,129493955.69731228,-0.07310837013207783,3005.0925466994768,0.7651618883767494
227,130640357.5595238,130640357.52123964,-0.03932585927057075,3101.761973384413,0.7985665474750131,178776144.05128205,178776149.40957806,-0.05339241050146959,3041.7398623992235,0.7686806078243349,129495796.33648631,129495792.35173047,-0.07312359037319704,3003.625784862536,0.7641113195363407
228,131040255.61904761,131040259.19055097,-0.04250732749345998,3095.552263178996,0.7939182215525159,178714828.33333334,178714827.41808134,-0.053031086462145716,3033.176783763445,0.7628235743422395,129432774.99583806,129432775.47004196,-0.07260137338758232,2994.9483258539285,0.7581834883783944
229,130406798.72619048,130406800.40927574,-0.03746776617677949,3099.2474016391097,0.7990544735070466,178710889.94871795,178710901.2164444,-0.05300795233032707,3038.3795956281515,0.7675867664460313,129448814.31075798,129448810.74067013,-0.0727342566795921,3000.3020375894407,0.7632212892604477
230,130148441.85714285,130148442.13154845,-0.03541236427729433,3094.045049274961,0.7964242477836707,178687619.76923078,178687623.36637452,-0.05287079359479452,3034.0521571086,0.7646353888598513,129415803.52200782,129415802.29358573,-0.0724607177282135,2996.097371186415,0.7601012253483838
231,129842478.48809524,129842479.11743711,-0.032978236886801016,3093.498775124727,0.7966006681559967,178697065.30769232,178697072.16172257,-0.05292646818752322,3034.391704199024,0.7647241722812671,129476427.97755076,129476427.6069214,-0.07296311593538896,2996.8371288849467,0.7604665357322847
232,131053194.21428572,131053197.47036289,-0.0426102596121265,3090.063088305649,0.7924209790727568,178644853.0,178644843.0243651,-0.052618721449039896,3027.5507535689917,0.760125501460639,129385323.87488964,129385312.43754005,-0.07220805018438448,2989.579005537395,0.7555441500063352
233,129987658.17857143,129987658.37522414,-0.03413322880285752,3081.4632528395878,0.7896566209217015,178604686.30769232,178604695.1144854,-0.0523821602315373,3022.5849944842166,0.7570686208096112,129371571.2788498,129371566.19285165,-0.0720941359082039,2985.031509018377,0.7527962320176207
234,130003615.41666667,130003617.17745608,-0.03426019106901612,3086.7926305802093,0.7920956149931238,178654129.7948718,178654125.06684962,-0.05267341349347343,3029.0283229167644,0.7608473220802308,129426888.43738176,129426888.2478249,-0.07255258634262796,2991.0718997479507,0.756392416476215
235,130978930.47619048,130978933.95869741,-0.04201944686835701,3073.0401550615206,0.781328665409546,178576610.4871795,178576624.46660474,-0.052216761169453285,3012.229782721935,0.7485346225903619,129310502.48833397,129310502.98746803,-0.07158810891681755,2973.5905072388664,0.7432523336970498
236,129758666.39285715,129758664.20418294,-0.032311436761706336,3072.2793819279896,0.7844621887214571,178562567.3846154,178562551.10416412,-0.05213383750634648,3015.0427960065695,0.7512736056674761,129307362.7700845,129307361.41289537,-0.07156207488340516,2976.807370198722,0.7464607355568728
237,130400178.95238096,130400180.39375007,-0.03741509980740365,3070.532812906163,0.7817749749560046,178550583.4871795,178550583.91711992,-0.0520633239392454,3010.6150301908833,0.7480467933531824,129301995.56337495,129301995.19559056,-0.07151760537380736,2972.2836577980406,0.7429485557815881
238,130080155.32142857,130080153.57231767,-0.03486908602203287,3077.341267864619,0.7863317392224216,178611895.30769232,178611889.84789893,-0.05242455334492746,3019.1104702766124,0.7537054311339346,129375036.59477866,129375025.99132882,-0.07212280704335328,2980.810899021256,0.7487693683851762
239,130611237.26190476,130611238.53615934,-0.03909419950812132,3065.6448547087966,0.7786950404889714,178490965.69230768,178490956.73707607,-0.05171198613985095,3003.9224458229846,0.7440022531652061,129257845.4317064,129257837.27530321,-0.07115167143030532,2965.690644565274,0.7389093994794873
240,130338392.45238096,130338390.56870751,-0.036923523052524665,3064.9198317144596,0.778275292977619,178517604.15384614,178517605.75513226,-0.051869008614383594,3004.383784159636,0.7439291729173447,129263486.84953967,129263488.0242462,-0.07119849883592133,2966.08626002065,0.7387126956604034
241,130666302.60714285,130666299.02155802,-0.03953224015179857,3058.56838955198,0.7717539663397811,178510503.66666666,178510496.643292,-0.0518271200040592,2997.3614843930955,0.7377738585105176,129253109.84108967,129253110.33251527,-0.07111249954893406,2958.91232500715,0.7323636499147248
242,129612505.96428572,129612508.36338036,-0.031148675516163626,3059.24396357437,0.7762958721901162,178488438.43589744,178488445.14512017,-0.051697187231197095,3000.75636615203,0.7414589919635237,129211137.49350485,129211142.1087771,-0.07076471148476937,2962.22899018123,0.7361947582761642
243,130042580.11904761,130042579.3060021,-0.03457015920212925,3055.7336610882057,0.7734893759686888,178457788.58974358,178457783.5942794,-0.051516521940796034,2996.445778687795,0.738582334335842,129204440.32387438,129204442.48707664,-0.07070919213574056,2957.9952279152344,0.7332776109947701
244,130372869.61904761,130372870.56662533,-0.03719783302949908,3053.8631719145037,0.7725787770113589,178439508.41025642,178439504.56721762,-0.05140881748222115,2993.5042110834365,0.7370343412887996,129197543.72884348,129197548.83521883,-0.07065206487084574,2955.253830671942,0.731779992621058
245,129513085.70238096,129513080.0054508,-0.03035766066055734,3046.3597028184504,0.7673205957636569,178442176.66666666,178442171.20513898,-0.051424529959289256,2988.986153021837,0.7326387922909054,129197846.78824568,129197857.36933157,-0.07065462167388015,2950.707759830236,0.7271465520082219
246,129514138.98809524,129514138.66994862,-0.03036608299963972,3047.9545036724635,0.7705042071905782,178425733.82051283,178425734.67101613,-0.051327681915760426,2990.494534575022,0.7346374745402576,129193735.0228276,129193744.84981126,-0.07062054147997587,2952.244113224033,0.7292574540188673
247,128298166.92857143,128298169.39306991,-0.020692285885810513,3047.0425920722387,0.7720115331856735,178442693.7179487,178442692.1218081,-0.05142759932658225,2994.562647784845,0.7373537648125241,129269841.36284526,129269845.56046763,-0.07125118334382674,2956.827405818069,0.7325869275736422
248,129573528.89285715,129573527.84157507,-0.030838561053153857,3046.253662577697,0.768733734407804,178395806.35897437,178395802.39259562,-0.05115131367524661,2989.206216992476,0.7337186517820415,129177500.90477993,129177492.08045633,-0.07048585578952271,2950.96186980595,0.7286649996611584
249,129588087.46428572,129588086.15339716,-0.03095438154102692,3044.320364957764,0.7668114900437896,178395985.58974358,178395984.30265936,-0.051152385533439926,2986.782234308047,0.7317263916059771,129153461.56539287,129153459.5415359,-0.07028669963175327,2948.670963644816,0.7266360352147591
250,128756433.35714285,128756432.90875266,-0.02433805914643483,3031.2880715252386,0.7598523062928575,178339418.1025641,178339424.78819656,-0.05081912316329995,2975.356304838107,0.7237870860134067,129112628.81826207,129112635.29083297,-0.06994839160109834,2937.384040712243,0.7183583521965213
251,130044642.59523809,130044645.09649356,-0.034586593859216475,3030.9470283545197,0.7570976856583874,178318743.7179487,178318747.0609717,-0.05069728498188142,2971.089613945056,0.7207429513844411,129029137.10203052,129029139.19468522,-0.06925646463688584,2932.840841604371,0.7150279951603683
252,128514090.71428572,128514091.52876222,-0.02241008169923253,3030.6105606428214,0.760616415179532,178320802.05128205,178320801.74578604,-0.050709391682895566,2975.439710821861,0.7244267786749764,129041195.15172152,129041187.87450908,-0.06935631129844166,2937.6815086169418,0.7192646884505829
253,129253918.84523809,129253921.05929708,-0.028295888942311054,3024.367588285889,0.7543356609464883,178306207.17948717,178306218.13140607,-0.050623461491668964,2967.159545283287,0.7178598992391761,129120383.04931265,129120371.44546771,-0.07001250063419162,2929.1501627101893,0.7122316520691172
254,129188126.91666667,129188122.40786766,-0.02777241946294584,3021.577300664924,0.7533148150241276,178269405.82051283,178269412.82566392,-0.050406595708045066,2965.219729903417,0.7169595006730933,128996652.91562618,128996662.72887559,-0.06898733418129854,2927.4286547942397,0.711691434158616
255,128610976.15476191,128610977.59170723,-0.023180871006091897,3025.186893517063,0.7583803965657743,178283904.97435898,178283906.29291323,-0.05049199473052468,2970.2899750532247,0.7212150561701604,129018604.57838315,129018602.45821932,-0.06916914735605562,2932.4261927773664,0.7159445398484595
256,129355834.3095238,129355835.15914267,-0.029106679431586846,3017.6339677749647,0.7510018940497758,178243412.66666666,178243414.61926767,-0.05025340797357991,2960.621073386608,0.7137752179784653,128994597.50208096,128994608.83732435,-0.06897031370954676,2922.4733939755984,0.7080467998125105
257,129331442.61904761,129331443.8319912,-0.028912631148717338,3019.6472164442253,0.7533401148810045,178239839.58974358,178239827.2997899,-0.05023227061759372,2962.209239008956,0.7156416097082271,129039263.59213015,129039252.89105847,-0.06934027621073646,2924.10212269619,0.7099156729283421
258,129412764.40476191,129412769.3037499,-0.029559626207671164,3012.824195410524,0.7493820431287807,178178792.0,178178794.33947694,-0.0498726496200701,2954.8965430718204,0.7111608458905864,128912013.36536764,128912009.97151494,-0.06828582203743605,2916.3711997436417,0.704811618458611
259,129377269.38095239,129377272.67143635,-0.029277228267398536,3009.126210014735,0.7456663117894662,178174050.2051282,178174057.2259606,-0.04984473739888018,2951.141349936143,0.707882851825398,128900043.95510152,128900038.69813544,-0.06818661683827809,2912.7692498216593,0.7017454368143276
260,128540019.64285715,128540022.92011972,-0.022616382157345738,3011.1816579869815,0.7497831503087985,178200687.53846154,178200677.55544037,-0.05000159083336575,2956.6513861020408,0.711885503256306,128906123.04174548,128906123.14562276,-0.06823703827680094,2918.6501450564497,0.7062679640002664
261,127925014.53571428,127925014.47896111,-0.01772360485105362,3021.7534357720897,0.7587230450180489,178252513.23076922,178252530.99545625,-0.05030712387203762,2968.88807731714,0.7208633124253532,128960499.8163703,128960502.0033723,-0.06868767249439833,2931.0086602451433,0.7156547590050245
262,128769934.51190476,128769936.83763583,-0.024445491357707905,2996.3799801241785,0.7396506256451948,178104892.87179488,178104896.91418174,-0.04943722807632023,2939.024755670474,0.6999085061505759,128844396.67877412,128844400.53720489,-0.06772554685341436,2900.836656987795,0.6937625298765451
263,127693446.26190476,127693448.52922451,-0.0158813526997712,3009.5325213347874,0.751437845515136,178174040.3846154,178174046.76866725,-0.0498446757819726,2955.248215832007,0.7117486941500673,128951849.94349855,128951847.38417149,-0.06861595220247674,2917.0508529214694,0.7058416072101305
264,128313143.60714285,128313147.07388712,-0.02081144271667501,2997.2334894821756,0.7411138862627479,178105314.23076922,178105316.09364852,-0.049439697983354236,2941.420773188273,0.7014630704530609,128804419.99192837,128804423.85907568,-0.0673942626040489,2903.396437888519,0.6956596952645452
265,128193409.63095239,128193407.44696175,-0.019858838996015926,2990.3880664464973,0.7363807347091034,178100156.0,178100157.18041807,-0.04940930041599789,2935.4296201987145,0.6967521867397485,128782064.78269643,128782061.51750398,-0.0672089472680002,2897.7019471654316,0.6910841178931003
266,128299419.97619048,128299421.79992083,-0.020702249566645348,2993.2545367209686,0.7397131148206214,178078129.87179488,178078124.55930355,-0.04927947887133355,2938.551948758272,0.699817870904211,128772981.95384033,128772983.72265074,-0.06713372014572316,2901.1388162879207,0.6944039592566891
267,128457786.01190476,128457788.92422917,-0.021962159219948374,2986.2351289157355,0.7339584109758005,178051017.87179488,178051029.12118223,-0.04911982598155773,2931.0856678470586,0.6940802331682429,128805392.51128767,128805389.57984091,-0.0674022654720654,2892.8890060980966,0.6879493688649907
268,128097741.22619048,128097746.75277707,-0.01909779826504776,2988.410400348405,0.7372342738185754,178057917.07692307,178057928.13215795,-0.04916047662665668,2934.4038978096764,0.6970418023008407,128813411.29625426,128813414.47960477,-0.06746876731811446,2896.126302033298,0.6906874300931419
269,128470804.91666667,128470805.13412602,-0.02206571132124524,2982.364554429338,0.7334516103001812,178000506.17948717,178000505.93166247,-0.048822131101283084,2926.8355557582317,0.6924504788218654,128736420.09887753,128736426.1210993,-0.06683076957165546,2888.4948367175243,0.6858398987759113
270,128317832.85714285,128317837.20268132,-0.02084875562848576,2974.1263015242293,0.7278771665512382,177979279.64102563,177979286.05817148,-0.04869709846263959,2918.8342102154706,0.6865426048186123,128702609.41531089,128702607.31282549,-0.06655051520741817,2880.7130172023226,0.6801635562202218
271,128583218.36904761,128583210.9393044,-0.02295996989700755,2974.6308059280827,0.7278096390503528,177980528.07692307,177980543.01456308,-0.04870450475440524,2919.2294874344116,0.6866554410228193,128703077.51494513,128703077.72786415,-0.06655441350763391,2880.6876333628556,0.6799730255969672
272,127923451.36904761,127923452.81232756,-0.01771118081497014,2975.4365088109457,0.730828758243196,177982896.58974358,177982900.704256,-0.04871839683361734,2921.966930254912,0.6892316336105025,128711191.89532097,128711196.2860146,-0.06662169149491715,2883.849476843497,0.6828894394385966
273,127984730.46428572,127984731.79357107,-0.018198693487505135,2972.7567220032215,0.7290013433010446,177953326.64102563,177953327.0613219,-0.04854414176032851,2918.942977312284,0.6872992316133704,128655473.35956615,128655475.0313219,-0.06615993291720579,2880.911366826785,0.6811890101824368
274,128338695.16666667,128338689.8829165,-0.021014651759013292,2973.239888890336,0.7282517378123734,177973408.64102563,177973412.83566168,-0.04866249201184947,2918.4978328438906,0.6868237729484266,128671603.767436,128671602.74809071,-0.06629358230464288,2880.351815627703,0.6804398434762151
275,127281819.75,127281820.99263318,-0.0126065978591956,2966.6010788906187,0.7268590184143362,177922366.7948718,177922361.90693733,-0.04836168756424897,2914.825305281541,0.6848793965434857,128681017.8027494,128681019.64279138,-0.06637161952629933,2876.6410845341456,0.6784081713656697
276,128452319.64285715,128452313.70834282,-0.021918600448648684,2962.003545400642,0.7215597697055791,177887140.53846154,177887149.37369934,-0.048154206782333064,2906.9131577320586,0.6794094449676444,128614727.53739437,128614729.133089,-0.06582227418860476,2868.8444949499008,0.6729903148409546
277,127956161.60714285,127956166.37408179,-0.01797143768601006,2959.9532013272956,0.7212486640969641,177879379.33333334,177879381.3070434,-0.04810843545049348,2906.3345860426243,0.679199394062358,128618354.58418463,128618355.14979637,-0.06585232276390673,2868.4921512052892,0.6728508933433117
278,127506689.10714285,127506688.15593736,-0.014395556969207579,2954.705403185494,0.717819007697632,177893876.43589744,177893876.0787732,-0.04819384215928846,2902.418072631726,0.6755343841973095,128650163.05914995,128650155.09950967,-0.06611584697261108,2864.1541614222156,0.668723650223084
279,128484955.5595238,128484960.0431474,-0.02217832248720253,2950.912449296032,0.7131312814380009,177848794.92307693,177848788.3265126,-0.04792817419298112,2894.957035223643,0.6704101847401018,128576862.07945517,128576854.27798669,-0.06550840761615384,2856.6209690663145,0.6635389997132437
280,127757734.9404762,127757736.64949842,-0.01639280495780504,2945.9881903401442,0.7125187608753363,177822985.02564102,177822990.18040326,-0.04777616526222439,2892.239896496137,0.6692531498827788,128524350.07340144,128524334.77133022,-0.06507318172561116,2854.0633938544365,0.6624722183862756
281,127560702.8095238,127560703.11929503,-0.01482527983027726,2945.4303612460694,0.7131098099068881,177779661.41025642,177779671.8995367,-0.047520923450318664,2891.4504809379578,0.6694019743607456,128539077.54143019,128539069.89934056,-0.06519529081647724,2853.1875137481134,0.6624618533169768
282,126913674.36904761,126913679.51714836,-0.009677801868422264,2939.921990691152,0.7108154278198255,177772256.6153846,177772260.42664507,-0.047477253255382434,2889.1664764677676,0.6677947019541541,128554172.1626939,128554168.3015084,-0.06532041033772962,2851.0059772009868,0.6608537668180426
283,128252949.41666667,128252953.3826677,-0.02033256420595797,2941.966510037581,0.7087341699664367,177772340.66666666,177772348.29863173,-0.047477771018429316,2886.943841475707,0.6660318224942463,128499240.0731492,128499242.69860163,-0.06486524527696358,2848.2775784301375,0.6587792908659909
284,127975115.71428572,127975113.63173744,-0.018122174986622275,2926.1955784445718,0.7005468350592856,177700480.05128205,177700471.73663783,-0.04705425689114007,2872.0028546697054,0.6562694219359171,128463588.25476101,128463590.28072709,-0.06456979590382028,2833.288769965786,0.6487418732685362
285,126587635.10714285,126587636.01075175,-0.0070839215861353555,2930.858048231829,0.7069456748657464,177723019.84615386,177723028.47223985,-0.047187166645418666,2881.5127236109515,0.663231526576013,128472253.92861646,128472257.98024914,-0.06464162459155176,2843.3289639004724,0.6563012632613232
286,126739315.22619048,126739316.21157964,-0.00829063257538043,2923.113579425074,0.7014984627818149,177686766.4871795,177686761.7162625,-0.04697347412756181,2872.8155962320475,0.6570866576850457,128428341.8524404,128428340.3554815,-0.06427768196210115,2834.4183870628995,0.6499415441991269
287,127322674.67857143,127322673.8261563,-0.012931607734479655,2921.547856560775,0.698739270005525,177682092.33333334,177682087.26814196,-0.04694593114607515,2869.7894134154685,0.6546065977865773,128411337.88270904,128411339.56616376,-0.06413679747666312,2830.996784088485,0.6470922202913554
288,127269187.46428572,127269189.2280293,-0.01250610426096821,2927.1234483931744,0.7034094064646318,177711966.25641027,177711970.75505507,-0.04712201189519938,2876.1623674325456,0.6590742601179477,128426908.59856224,128426904.88706884,-0.06426578632449842,2837.089404814931,0.6513132721724056
289,126994133.29761904,126994137.14243309,-0.010317892665175687,2920.095544128191,0.7005297218206437,177643634.2051282,177643630.5148767,-0.04671933463330791,2868.952902778601,0.6552802493739203,128371158.6061294,128371154.32355471,-0.06380378486640392,2829.9701052976143,0.6474251606816285
290,127735388.66666667,127735390.22944646,-0.01621502519156115,2914.387578730072,0.6942078125093483,177636819.23076922,177636811.35581842,-0.04667915449506399,2861.611589505122,0.6496668572860503,128328177.6408122,128328186.50002633,-0.06344771318084619,2823.081081387013,0.6422896329092498
291,127284399.40476191,127284400.40814105,-0.01262711872495248,2907.1518761827833,0.6924938239840597,177560777.2051282,177560778.02455536,-0.0462311476755739,2854.710211179195,0.6464252215844888,128272199.2475722,128272196.69743656,-0.06298372916338701,2815.7253486401405,0.6383539435987977
292,127506429.84523809,127506431.26314767,-0.014393513226183208,2909.6602501202196,0.6939873616863959,177566298.4871795,177566300.98835617,-0.046263690317142725,2856.238124890205,0.6475478303220547,128209654.99356791,128209657.30084977,-0.06246546906716155,2817.597808299051,0.6400332813887887
293,127412585.77380952,127412584.69655332,-0.013646905016316602,2906.4405064043544,0.6925824206286899,177552893.76923078,177552892.11850145,-0.04618468200543546,2853.825919463084,0.646044258851349,128233493.52226005,128233505.51259874,-0.06266309771710676,2815.606856366457,0.6386459767853304
294,127197011.64285715,127197010.15282825,-0.01193187451467792,2899.91295954727,0.6880690914582297,177536393.3846154,177536382.4334546,-0.04608740293892932,2848.3039877414703,0.6419462928764526,128233912.90377097,128233917.58146039,-0.0626665125061765,2810.194711535797,0.6345603754792121
295,126782329.38095239,126782332.36955602,-0.008632853051499856,2902.101843373052,0.6917470840624501,177522811.56410256,177522826.52215654,-0.04600752822339271,2851.931654129273,0.6449897207241699,128199918.72014125,128199911.84998795,-0.062384709120998805,2814.0438404889105,0.6380295283509376
