global_round,train_loss,train_mse,train_mape,train_mae,train_r2,dev_loss,dev_mse,dev_mape,dev_mae,dev_r2,test_loss,test_mse,test_mape,test_mae,test_r2
31,33149662.81766382,33149662.61274936,1.017510829075093,2887.7494376641976,-0.28660500517987697,34135727.179487176,34135727.29642636,0.9477319304856037,2938.0877250586577,-0.2978657781600329,129704361.4448228,129704362.04259576,0.9046315802672101,3136.6093656802886,-0.07485199445057789
32,33080066.997151,33080066.993446898,1.018061048514386,2881.8586813712113,-0.28390385937398577,34073940.43589743,34073939.77892201,0.9458319317777432,2932.1874411049394,-0.2955165707214451,129649062.87955606,129649059.13626441,0.9040318193035998,3133.240667616055,-0.07439370269976053
33,32974322.227920227,32974322.42334006,1.0169959269187072,2872.634592340511,-0.2797997001624912,33979317.615384616,33979317.56412641,0.9423875046163894,2922.626838867063,-0.29191896363458003,129551249.76440912,129551241.86664107,0.9000126844865898,3124.9549435131307,-0.07358309706020738
34,32880645.646723647,32880645.6265118,1.0204576839857595,2864.335061055196,-0.2761639154766433,33903806.92307692,33903807.079826266,0.9403210511689556,2914.4831990236057,-0.2890479987767225,129468878.23811325,129468879.08439842,0.8969166472564084,3115.7513535158723,-0.07290056179795501
35,32782638.304843307,32782638.22115427,1.0139668942148803,2854.7099948903888,-0.272360051173385,33814881.64102564,33814881.60218005,0.9350585005808901,2904.7092068351876,-0.28566698587955064,129341602.31983857,129341604.99842276,0.8897109925490533,3103.580554707788,-0.07184584935036686
36,32672127.615384616,32672127.48928248,1.0116394186416127,2844.607960116956,-0.26807090764835717,33715903.05128205,33715903.15483339,0.9312525118626798,2894.1014904318113,-0.2819037515863094,129232946.96708286,129232943.94372424,0.8885276056814119,3095.4922280200026,-0.07094538193722433
37,32572147.52136752,32572147.605267167,1.015371710014977,2837.2681694338735,-0.26419048748559093,33634766.94871795,33634766.80279945,0.930672616333405,2886.812453787117,-0.2788188870467272,129138679.84840459,129138680.07519479,0.8846076242491336,3085.2276960083027,-0.0701642231118933
38,32453247.427350428,32453247.274941016,1.0125577591562436,2824.5175481163487,-0.2595757267894647,33533204.923076924,33533204.942822635,0.9247495596159757,2874.296760718768,-0.27495742948100577,128985110.6512801,128985112.32625952,0.8746325440699795,3068.5196057666008,-0.06889161671202393
39,32316834.692307692,32316834.7423177,1.0062291728257573,2813.1279699741644,-0.25428128233937475,33427040.102564104,33427040.017558385,0.9193785371879747,2862.8402593870205,-0.2709209599444151,128828815.2352125,128828811.79499345,0.8678800523171375,3054.8719697324395,-0.0675963639146675
40,32175879.994301993,32175879.84616706,1.0027847549838667,2797.917566648363,-0.24881053963497468,33299161.846153848,33299162.223363485,0.9130028623673846,2847.969970941878,-0.266058950958026,128695315.18375583,128695313.46030545,0.8609111903495659,3039.5506198050048,-0.06649007150448538
41,32073817.142450143,32073817.130684435,0.9961170392007364,2790.235248406215,-0.24484928059845923,33206137.53846154,33206137.807405576,0.9097405094520267,2840.105025516441,-0.26252209337310695,128621639.37898852,128621637.55388644,0.8630265130667706,3037.1453091015446,-0.06587952384278517
42,31935695.156695157,31935695.25490935,0.9993083257426543,2780.61630921095,-0.2394884931065011,33096544.743589744,33096545.29637676,0.9092368424755666,2831.2745120450973,-0.25835530447267496,128469707.47660486,128469707.86048004,0.8606118158117679,3026.350713331141,-0.06462049190737118
43,31853257.84900285,31853257.958463836,1.003455365208975,2773.58358486745,-0.23628893601117462,33044043.512820512,33044043.21513892,0.9075647309226381,2824.936839415459,-0.25635913623729345,128349594.77159794,128349599.29363623,0.8524361578296145,3013.428048831004,-0.06362515967189664
44,31716447.635327633,31716447.744858142,0.996095619233197,2761.679980383499,-0.23097905676319952,32922535.384615384,32922535.26253394,0.9028104976931045,2813.427479879477,-0.25173931337279565,128246136.88233069,128246139.61634146,0.8513730477760112,3007.4342923614654,-0.0627677957503272
45,31632033.096866097,31632032.94268935,0.9964695068573933,2756.483240720563,-0.227702748697854,32866159.923076924,32866159.29931282,0.9020473798536355,2808.5709677419077,-0.24959585725890854,128203165.98032539,128203164.24445866,0.8491943813472861,3000.7266585438606,-0.06241166151202515
46,31554796.934472933,31554797.03916992,0.9971441832284709,2752.1246228043915,-0.22470506811182367,32801426.897435896,32801427.1470917,0.90162259204327,2804.1006730960517,-0.24713469261504795,128076039.38050196,128076039.92280683,0.8501366008660927,2996.7556861739226,-0.06135819015208899
47,31370874.105413105,31370874.071247377,0.9906265963185065,2733.335826469182,-0.21756664821714677,32646655.35897436,32646654.888611145,0.8937184941386125,2785.8273623411496,-0.2412501360638981,127917868.4212385,127917872.240261,0.8414133412115441,2978.804224893806,-0.060047464388015115
48,31264974.754985753,31264974.933300454,0.9900409988378305,2724.8622053720737,-0.21345648991724464,32546550.615384616,32546550.540411606,0.891777881944616,2777.4881997536568,-0.2374440941815914,127804572.77134569,127804570.92170475,0.8401344978744079,2972.0338653593576,-0.059108543396413804
49,31152100.86894587,31152100.81670248,0.9839894217437304,2715.3481322739503,-0.2090756186828462,32473773.153846152,32473773.481532123,0.8880325192967867,2769.097856312775,-0.2346770561942475,127677163.48568545,127677162.1806881,0.8360298778376294,2962.3728665707013,-0.05805271507086185
50,30959531.037037037,30959531.194432996,0.9881396402372835,2699.7346463442736,-0.20160160476144262,32301936.974358976,32301936.908704404,0.8852817849501116,2753.9503530158768,-0.22814370170108744,127478040.60133687,127478036.84696482,0.8303743323810012,2945.589834905262,-0.056402575794683996
51,30849301.529914528,30849301.51903529,0.9762709890622678,2686.8832518203703,-0.19732336960282915,32206351.64102564,32206351.3745226,0.8774992493207651,2741.426017729816,-0.2245094684936204,127378824.7857233,127378823.75853764,0.8233947744463034,2932.4476564134757,-0.055580403091374686
52,30751779.14814815,30751779.075946394,0.9885757078575712,2684.115669228359,-0.19353832765952772,32143908.948717948,32143908.200117577,0.880780965103701,2739.4455432344694,-0.22213533249129647,127278817.69100769,127278820.62122722,0.8257194498321089,2930.3308888899,-0.054751683302026954
53,30621372.193732195,30621372.106380712,0.9671462091615313,2668.301091292844,-0.1884769711771539,32020287.692307692,32020287.12424817,0.8690447372403142,2723.9471479663625,-0.21743516710630328,127174766.53474587,127174766.48449428,0.8182528134128824,2919.7899275859754,-0.05388939313200569
54,30466803.6011396,30466803.67330658,0.9741232890931972,2660.616925057909,-0.18247785975453867,31917471.46153846,31917471.44364153,0.8719991115628495,2717.683089495589,-0.21352603834631467,127039873.83554041,127039858.59680146,0.8186710222377614,2910.4088913832234,-0.05277141984359668
55,30380221.712250713,30380221.594147854,0.9694921888003556,2654.7691644332217,-0.17911743531505553,31854330.512820512,31854330.480005436,0.8697331590906043,2712.4272370202325,-0.21112537187767,126889219.63072266,126889209.39484741,0.817802484823374,2904.0441901374547,-0.051522999261337965
56,30272744.316239316,30272744.246852495,0.9726913814732686,2641.7808032778426,-0.1749460235396465,31753762.948717948,31753763.56208133,0.8645142390492637,2699.399399904385,-0.20730174274988533,126765111.9255896,126765109.14584611,0.8114406931833079,2891.664136080562,-0.0504945882036818
57,30090495.79202279,30090495.74511561,0.9687436952848711,2635.9024524428582,-0.16787259304171354,31677325.153846152,31677324.832649574,0.8667628473582312,2696.285522210185,-0.20439548532071106,126682749.1835036,126682752.9650798,0.8164635733066083,2889.312842996368,-0.04981210764745403
58,29926535.626780625,29926535.453225948,0.9513695489346936,2615.7336868687375,-0.16150896470979603,31529897.871794872,31529898.132857554,0.8545946336414257,2677.345780648363,-0.19879021238231465,126574960.50245933,126574964.85945947,0.8045876468942859,2872.2059871325246,-0.04891887430911801
59,29854777.39031339,29854777.493439395,0.9529363807581744,2610.918842841797,-0.15872389412547694,31486213.82051282,31486213.52962176,0.8536805397284473,2673.1209155931256,-0.19712929122836065,126453869.99873881,126453871.39569873,0.8018266231282938,2862.9124510078805,-0.047915380294048404
60,29677682.866096865,29677682.911733378,0.9486636425597987,2598.8567023870687,-0.15185049761840141,31363906.435897436,31363906.884940702,0.8498137586370692,2662.188546197513,-0.1924791014962164,126286585.93946274,126286595.67976026,0.8012040107314774,2853.999771952674,-0.04652917682279911
61,29576572.02136752,29576571.98954136,0.9331870210129027,2588.455880673114,-0.1479261795916904,31269913.102564104,31269913.238810748,0.8420125217395759,2652.452163217709,-0.18890539305821497,126161574.73199646,126161576.9313443,0.7989560566593172,2849.3760927169856,-0.04549315421752631
62,29467962.048433047,29467962.05129696,0.9480437120284693,2586.069160396209,-0.14371080968612238,31207068.512820512,31207069.113464244,0.8498258253667782,2652.035828683358,-0.18651601260244344,126126034.37911464,126126033.17012693,0.8057930003727419,2847.3718754617817,-0.04519860527535413
63,29278124.82051282,29278124.710786283,0.9365794690024669,2566.534291920487,-0.13634284110905637,31056427.333333332,31056427.448703803,0.8387979172325877,2632.973828420831,-0.18078850430124782,125934599.32450499,125934606.04739217,0.7963247873635223,2831.025697320764,-0.04361226059562928
64,29099583.57834758,29099583.370803583,0.9277285741624678,2549.5826009900475,-0.12941329300665982,30920150.717948716,30920150.371803578,0.8323345266736677,2618.653594636191,-0.1756071483301096,125792525.76466137,125792522.40007514,0.7932595589288377,2817.1351280714557,-0.04243482223278239
65,28988036.42165242,28988036.46241038,0.9412072236481035,2546.408664264313,-0.12508393338911006,30874728.794871796,30874728.425044496,0.8364239780256548,2616.6391742633036,-0.1738801720813219,125770284.7824442,125770285.49677315,0.7907718692965083,2811.450656513546,-0.04225054639588577
66,28899369.65811966,28899369.832196847,0.9169020217679574,2530.1659975008047,-0.12164260333523225,30802693.256410256,30802692.662322514,0.8212742915593069,2601.214833799618,-0.17114131872604865,125662924.86517847,125662921.87558097,0.7771181383653964,2797.1944355631344,-0.041360830733647935
67,28717469.163817663,28717469.033811465,0.9190702361361766,2517.7152596905926,-0.11458266790292293,30641715.564102564,30641715.84418152,0.8217337632989742,2590.1568074388406,-0.16502086019507822,125489866.01059403,125489862.5238984,0.7793034264160427,2786.7903072030117,-0.0399266986321134
68,28581844.16096866,28581844.112691976,0.9266005543429235,2523.840694804754,-0.10931879223764396,30607097.025641024,30607096.87431998,0.8329453133677998,2599.686648835774,-0.16370462117464446,125363555.95283137,125363561.06258427,0.8000832840596621,2802.4548002295032,-0.03888004626470165
69,28447319.589743588,28447319.505860727,0.9167183067540169,2503.472623100905,-0.10409762198047301,30489355.333333332,30489355.01880023,0.8202444289259514,2578.624331180126,-0.15922798812654326,125262010.24668936,125262017.0337184,0.7854698855555632,2780.6553391000034,-0.03803855720271354
70,28398815.316239316,28398815.24365246,0.9028107909886517,2496.317291931305,-0.10221507411690234,30457523.076923076,30457523.48275429,0.8131280958363118,2572.0168723224974,-0.15801772941602765,125264043.13734393,125264043.68784541,0.7833268985981376,2778.7006411532884,-0.03805535195962184
71,28206531.08831909,28206531.181895286,0.8728594009307143,2475.8152061113583,-0.09475214337268567,30354772.564102564,30354772.5379205,0.7965165911202208,2553.2638501302604,-0.15411106195834168,125177477.34821542,125177472.99473257,0.7704435528971416,2762.0002867287562,-0.03733794600127216
72,27996021.51994302,27996021.58944657,0.8757994954349173,2461.698344983808,-0.08658184316641071,30183916.17948718,30183915.728435468,0.7942126829211912,2541.671065688706,-0.14761495879725728,124953275.9967209,124953286.32331702,0.7669894870193914,2747.4965567958657,-0.03548012497578412
73,27881257.656695157,27881257.507703684,0.8609734028687128,2446.3714284043963,-0.08212761858771223,30131452.333333332,30131452.486872714,0.7832286251677988,2527.422606519304,-0.1456202672752529,124932660.94866945,124932666.50760634,0.7568038256498262,2734.093295588802,-0.03530924984334605
74,27726108.65811966,27726108.53422532,0.8864072530365462,2444.0037844921926,-0.07610597522567653,30037054.256410256,30037054.159809235,0.7934939846668434,2526.091702204126,-0.14203117256672804,124752421.84790011,124752419.93173398,0.7650611642712486,2732.1113462165167,-0.03381555766123068
75,27657273.205128204,27657273.273392767,0.8653261385973322,2430.7985842581893,-0.07343434045959718,29958248.282051284,29958247.422091972,0.7828416936399923,2512.994058306401,-0.13903488169870326,124730125.50863917,124730123.88975321,0.7554593371447069,2717.7637432477622,-0.03363079174577499
76,27448714.547008548,27448714.591375504,0.8565539571535075,2415.947901421614,-0.06533975900663447,29858043.128205128,29858043.432405055,0.7753606552168479,2502.5352658294382,-0.13522505137282748,124552265.41354522,124552264.97739467,0.7504835371126419,2705.3408461686026,-0.03215688598294042
77,27332537.653846152,27332537.567179672,0.8453867909341418,2415.66925454672,-0.0608306952926716,29891880.487179488,29891880.187593326,0.7738445403048946,2504.775339063281,-0.13651155000874282,124533424.04489848,124533416.59458695,0.7640443836337544,2722.0067621639537,-0.03200069060497457
78,27284761.517094016,27284761.48999106,0.8436553593758794,2410.496471627931,-0.05897640975267082,29848128.256410256,29848128.13921709,0.7703008704199666,2498.5403224044026,-0.13484806454031206,124481419.61104806,124481418.89135574,0.760524121596958,2717.431388377722,-0.031569788867016335
79,27068302.8005698,27068302.77656918,0.8357177767668418,2381.852167197739,-0.05057521220937278,29543817.82051282,29543818.272720404,0.7591619611832469,2468.8238484642875,-0.12327797674775343,124161660.29184008,124161657.87686586,0.7483002594048911,2683.069892470661,-0.028919949195015837
80,26853631.323361825,26853631.22551495,0.8306793640887824,2365.5790882398323,-0.04224337802805356,29483296.53846154,29483296.39527355,0.7538991409269509,2457.0333745041144,-0.12097688988687705,124158811.93946274,124158808.2829254,0.7444457948906257,2671.905612476417,-0.0288963347869724
81,26783867.391737893,26783867.54992734,0.8359332691063426,2354.8971392458698,-0.039535709620103,29431073.794871796,29431073.992838334,0.7496376181334042,2446.4906932033887,-0.11899135524789295,124097285.50056754,124097285.90623827,0.7379260396435288,2660.473937104668,-0.02838650267150533
82,26520551.618233617,26520551.764630776,0.8387866976213021,2355.5589344138148,-0.029315894979361268,29354047.589743588,29354047.979526594,0.7598574391156786,2452.9128094381676,-0.11606276884815703,124001081.48291083,124001084.35879374,0.7498766871413792,2669.337774407805,-0.02758928642132208
83,26479581.149572648,26479581.21569958,0.808995385867997,2332.2549202724167,-0.027725745663646162,29239427.076923076,29239427.743436806,0.7384446225356193,2428.504285379576,-0.11170482209595378,123857592.2005297,123857594.33052015,0.7366419372458411,2647.906961521385,-0.026400193466815658
84,26315120.313390315,26315120.129488748,0.8244429846652365,2329.171196356957,-0.021342680498005695,29134861.128205128,29134861.434714906,0.7462143224003877,2425.4268719378906,-0.10772913315104948,123760398.06154622,123760394.09403643,0.7441200929683054,2646.471899081305,-0.02559470114257678
85,26172663.331908833,26172663.095282327,0.8166461752263429,2316.0710495630615,-0.015813636797797237,28966055.717948716,28966055.514240168,0.7438058343781644,2414.3309800460793,-0.10131100631776224,123514254.16622525,123514259.00667945,0.7482013434615721,2637.5791534216833,-0.023554994957035946
86,25800026.975783475,25800026.976797212,0.8247409346415789,2307.24707223532,-0.001350880396489007,28931195.128205128,28931195.211989414,0.7475017458840488,2412.5981647392305,-0.09998559166013155,123513789.58304957,123513789.57922257,0.7529935317753305,2637.024740165473,-0.023551104840849213
87,25852011.63960114,25852011.533142727,0.7979668515347748,2284.1120439354554,-0.003368505467594929,28816672.923076924,28816672.569636945,0.7274656478300341,2384.9233908904,-0.09563135549451474,123385662.82734266,123385672.61382814,0.7389490115586059,2613.03639070638,-0.022489407503854864
88,25594582.997151,25594583.089833625,0.7337823557838087,2252.284631976518,0.006622809602675694,28699506.17948718,28699506.401499864,0.6948688175680692,2356.9260411000787,-0.09117661050950954,123275378.34077437,123275385.39198399,0.7260094492360326,2598.386585722356,-0.021575464144550915
89,25480779.334757835,25480779.285074152,0.7660241832332487,2262.7256727727167,0.011039763902407795,28723396.35897436,28723396.455297682,0.7095739981575501,2370.1881609249094,-0.09208492814965652,123271164.14377601,123271164.4816297,0.7373230161070656,2610.561936846416,-0.021540485722535863
90,25133691.763532765,25133691.904163495,0.7690818376730041,2238.62075222221,0.024510922469876184,28516094.17948718,28516094.458032522,0.7058095401370367,2348.7874481987496,-0.0842031518025963,123005631.6741077,123005633.32793854,0.7348099059535336,2593.6216544638305,-0.019340045539653072
91,24965728.002849,24965728.01256553,0.7520438409907392,2223.351262585714,0.03102993854988656,28392202.307692308,28392202.951670334,0.7001671876271015,2334.065573413761,-0.0794927044488345,122913925.69201665,122913929.80271013,0.7365459208885194,2581.1960211902506,-0.018580104120277108
92,25037608.316239316,25037608.26587048,0.7298683498670919,2212.804475769114,0.02824012150842503,28318846.564102564,28318846.750111256,0.6871178759247752,2321.717144453373,-0.07670364702543209,122907927.03619625,122907922.65583377,0.7257945995174784,2569.9034667927376,-0.018530323267117454
93,24704461.618233617,24704461.65093821,0.7589473624424243,2212.72918695005,0.041170210940639884,28300270.923076924,28300270.71046015,0.7017401435017133,2330.3807582954564,-0.07599737216134161,122859452.75595914,122859449.81070751,0.7364671749503854,2575.65758310451,-0.018128631809404272
94,24515764.86182336,24515764.915974513,0.7302575143224074,2181.1637365865627,0.048493910324899026,28219732.32051282,28219731.807095643,0.6800344206114596,2301.8278655630465,-0.07293522306518718,122651914.97944255,122651914.88763751,0.7268525912963604,2552.8595002147076,-0.016408802788490773
95,24486909.48148148,24486909.37144308,0.7127233462295781,2171.7878964446018,0.04961385198026447,28060466.82051282,28060467.15411455,0.6735574387229689,2288.1846913334507,-0.06687986232892018,122631774.10795812,122631776.83923301,0.7254680749056698,2544.2112793644283,-0.016241920031804247
