global_round,train_loss,train_r2,train_mape,train_mse,train_mae,dev_loss,dev_r2,dev_mape,dev_mse,dev_mae,test_loss,test_r2,test_mape,test_mse,test_mae
98,17599643.794285715,0.6867383890169118,0.28279697170424756,17599644.005555894,2037.2922193820136,31202017.89473684,0.48363542293494854,0.29887828303846875,31202017.980117496,2278.763378883663,129546099.335099,-0.07354047200970038,3.5480314635949397,129546098.2235985,4811.853704834754
99,17863204.554285713,0.6820471943619735,0.28706320794396434,17863204.4068083,2051.891893040112,31359542.263157893,0.48102854752114266,0.30313451950970804,31359541.90245125,2290.585680898867,130368870.44015639,-0.08035872782155584,3.5993965913023462,130368869.66086228,4862.241702020717
100,17352859.397142857,0.6911309845309084,0.2837370639836662,17352859.48234499,2035.674589903014,31122396.842105262,0.48495306856198084,0.3004061113205193,31122397.486434974,2283.344550622137,130035233.16736032,-0.07759392950099886,3.56503753595796,130035236.37535341,4830.676217279183
101,17508462.385714285,0.688361358253219,0.28274777664121314,17508462.450620588,2034.0356406014307,30651289.47368421,0.49274947992980345,0.299490050870776,30651288.935453665,2273.9454521756425,129759786.42502207,-0.07531133018752523,3.5621850742140437,129759790.92864865,4838.851549691008
102,17471668.98,0.6890162579470334,0.28479578735002586,17471668.917463724,2039.5379841906683,31052477.842105262,0.4861101647173067,0.30110808602976474,31052478.408622917,2282.5026983587363,131140211.23672594,-0.08675083666835803,3.5821983991584787,131140217.16206415,4838.908546935596
103,17302241.894285716,0.6920319417392672,0.2848155391636823,17302241.961476106,2030.8959534393039,30850880.0,0.4894464302544178,0.30131526870673914,30850880.11567442,2275.1379009171537,129133943.39160046,-0.07012499526102989,3.554426406471113,129133946.37846558,4818.709493747981
104,17530433.674285714,0.6879702871528319,0.2867214601546972,17530433.582436174,2043.1599607161113,31173484.157894738,0.4841076460303505,0.3028393199323263,31173483.270015754,2283.1659234573967,129288615.98738807,-0.07140672303406226,3.5740501102821898,129288614.82023408,4832.447175962054
105,17662201.485714287,0.6856249072837828,0.28456851438850095,17662201.5658272,2044.2589868157252,31484133.10526316,0.47896666772102425,0.3003136587748454,31484133.73824643,2284.674799003099,129613111.01778282,-0.07409578719054344,3.5465475510217805,129613109.1252256,4803.762666830967
106,17508192.67714286,0.6883661593429069,0.2830124284271703,17508192.71610355,2037.0316404444832,31037856.10526316,0.48635215801754206,0.29913150902603974,31037855.64083368,2277.2727106119455,128940942.86391726,-0.06852559956539905,3.546488606406257,128940944.36569867,4824.565798992918
107,17309356.36,0.6919053107438996,0.2840816007180494,17309356.336044844,2034.4319305985314,31150256.789473683,0.48449202889125065,0.3001203085184092,31150256.42319132,2277.778801052194,128033876.85004415,-0.06100890231932543,3.5294591597122484,128033890.71924043,4799.666560746154
108,17602250.188571427,0.6866920001172034,0.2907806196335684,17602250.223783884,2050.8796410063337,31450189.789473683,0.4795284153377404,0.3070503671341072,31450189.38959128,2294.1945211134457,128779797.42313027,-0.0671902191479381,3.601767967696903,128779801.56089838,4869.741024529713
109,17215334.66285714,0.6935788329837863,0.28035899133212855,17215334.61546135,2022.8013031026296,31110879.57894737,0.4851436851586295,0.2968475060529853,31110879.22445476,2271.2319403824054,128763651.86580905,-0.06705639923582463,3.5135043995899005,128763653.266604,4792.315935026879
110,17331399.651428573,0.6915129518824641,0.2808666341393927,17331399.816770162,2029.9213087429318,30998111.57894737,0.48700987782810745,0.2974553505348572,30998112.044416226,2274.8771238201543,128057494.41442806,-0.061204460414651995,3.51189086104254,128057489.07336505,4793.556167184938
111,17985316.182857145,0.6798736866196962,0.2846275325862356,17985316.28124882,2049.34626926354,31391185.10526316,0.48050487313704404,0.3003825800280455,31391185.625266716,2282.8389702972613,128084945.68898979,-0.06143201949688648,3.5424641615127257,128084949.04528733,4828.276830158674
112,16984232.36,0.6976922937885022,0.281832666738815,16984232.420824055,2022.0058673306874,31205383.263157893,0.4835797363425186,0.29822825887175897,31205382.916705757,2275.306846606104,129297018.82709043,-0.07147634770700817,3.5428621453989684,129297016.55724856,4820.409427923308
113,18065998.308571428,0.6784375987121786,0.2865169014989891,18065998.481195617,2056.86226441179,31623012.0,0.4766683583182252,0.30156157374113346,31623012.14798865,2284.6828613406733,129061005.27935427,-0.069520524917146,3.579109940546428,129061003.8331366,4854.1683350071235
114,17380225.894285716,0.6906438802635455,0.2861661588811379,17380225.943470784,2038.854875008038,31257988.63157895,0.4827091553499624,0.30182969292461226,31257988.933828942,2282.3224275614084,130277786.70248455,-0.07960398453851059,3.5737439620694817,130277793.40428114,4833.468259039946
115,17688940.6,0.6851489712047598,0.28970900041596087,17688940.576502383,2053.916886378016,31357077.36842105,0.4810693301226734,0.30465713505387654,31357077.55938289,2286.314379027015,129592817.72228529,-0.07392767446233361,3.6145799443115294,129592822.65390094,4895.480796764892
