path,blob,dataset,train,method,metric,report_value,aggregate_value,difference
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,f5bf3986664c1509f35ad6d728a77efba2503739,Adult,synthetic,gaussian,test_f1_micro_end,0.7777661137938274,0.7777661137938274,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,f5bf3986664c1509f35ad6d728a77efba2503739,Adult,synthetic,gaussian,test_f1_binary_end,0.26722049151955696,0.2672204915195569,5.551115123125783e-17
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,1816c56e4e6a9b0403e1300f0e9d160d1264dd0c,Adult,synthetic,pca_gmm,test_f1_macro_end,0.7178603513405275,0.7178603513405275,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,1816c56e4e6a9b0403e1300f0e9d160d1264dd0c,Adult,synthetic,pca_gmm,test_f1_micro_end,0.8104136048708797,0.8104136048708797,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,1816c56e4e6a9b0403e1300f0e9d160d1264dd0c,Adult,synthetic,pca_gmm,test_f1_binary_end,0.5562653562653562,0.5562653562653562,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_rf_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,372fda3d03bf7d91f1037345ae127fd434c5bced,Adult,synthetic,rf,test_f1_macro_end,0.7579927197504357,0.7579927197504357,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_rf_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,372fda3d03bf7d91f1037345ae127fd434c5bced,Adult,synthetic,rf,test_f1_micro_end,0.8374973756036111,0.8374973756036111,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_rf_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,372fda3d03bf7d91f1037345ae127fd434c5bced,Adult,synthetic,rf,test_f1_binary_end,0.6192818494835219,0.6192818494835219,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,17a4555c8b445f1c283ae90114f50337163a2bfa,Adult,synthetic,sdv_tvae_categorical,test_f1_macro_end,0.7119700527820051,0.7119700527820051,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,17a4555c8b445f1c283ae90114f50337163a2bfa,Adult,synthetic,sdv_tvae_categorical,test_f1_micro_end,0.7529918118832668,0.7529918118832668,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3234c4e5158c1a2515329cefe54c6de3fc9bbeb9,Adult,synthetic,sdv_tvae_gaussian,test_f1_macro_end,0.5927665214670166,0.5927665214670166,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,3234c4e5158c1a2515329cefe54c6de3fc9bbeb9,Adult,synthetic,sdv_tvae_gaussian,test_f1_micro_end,0.7835397858492547,0.7835397858492547,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9fe8c488bc6400c88ab0ae703c8364d77b642a1a,Adult,synthetic,sdv_tvae_pca_gmm,test_f1_macro_end,0.7167552354977896,0.7167552354977896,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,9fe8c488bc6400c88ab0ae703c8364d77b642a1a,Adult,synthetic,sdv_tvae_pca_gmm,test_f1_micro_end,0.7466932605500735,0.7466932605500735,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,e70adac30a31b4f209747438cbfcbd43fa58c527,Adult,synthetic,sdv_tvae_rf,test_f1_macro_end,0.7382145513145162,0.7382145513145162,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_rf_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,e70adac30a31b4f209747438cbfcbd43fa58c527,Adult,synthetic,sdv_tvae_rf,test_f1_micro_end,0.8326684862481629,0.8326684862481629,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,ec97585abbdad3e37c6665a7214292ac8b6ad17e,Adult,synthetic,sdv_tvae_xgb,test_f1_macro_end,0.7303360029130026,0.7303360029130026,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_sdv_tvae_xgb_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,ec97585abbdad3e37c6665a7214292ac8b6ad17e,Adult,synthetic,sdv_tvae_xgb,test_f1_micro_end,0.8277346210371614,0.8277346210371614,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,27c596ecdd02ffa7287391c9043f817c346d13cd,Adult,synthetic,tvae,test_f1_macro_end,0.7177808494069435,0.7177808494069435,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,27c596ecdd02ffa7287391c9043f817c346d13cd,Adult,synthetic,tvae,test_f1_micro_end,0.807264329204283,0.807264329,2.0428303493247313e-10
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_tvae_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,27c596ecdd02ffa7287391c9043f817c346d13cd,Adult,synthetic,tvae,test_f1_binary_end,0.5588659298414224,0.5588659298414224,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,5930accb52385b1d89547841f57d5ebd640aa1ac,Adult,synthetic,xgb,test_f1_macro_end,0.7374930147509772,0.7374930147509772,0.0
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,5930accb52385b1d89547841f57d5ebd640aa1ac,Adult,synthetic,xgb,test_f1_micro_end,0.829414234726013,0.829414235,-2.7398694424363157e-10
src/modeling_thuy/output/adult/acc/DNN_Adult_train_synthetic_augment_xgb_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,5930accb52385b1d89547841f57d5ebd640aa1ac,Adult,synthetic,xgb,test_f1_binary_end,0.5821547955772692,0.5821547955772692,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_original_test_original_lr0.001_B512_G500.weight.pth.report.txt,1e4d13b3e397884e411c09ed8be7dab79d5c7e01,Census,original,none,test_f1_macro_end,0.7953328387727556,0.7953328387727556,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_original_test_original_lr0.001_B512_G500.weight.pth.report.txt,1e4d13b3e397884e411c09ed8be7dab79d5c7e01,Census,original,none,test_f1_micro_end,0.8545034642032333,0.8545034642032333,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9991c9fd326b772930f1bc361ef0caea6dca32ad,Census,synthetic,categorical,test_f1_macro_end,0.7165263753134499,0.7165263753134499,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9991c9fd326b772930f1bc361ef0caea6dca32ad,Census,synthetic,categorical,test_f1_micro_end,0.7595003149275666,0.7595003149275666,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_categorical_mix_ratio-1_n-1_test_original_lr0.001_B64_G250.weight.pth.report.txt,9991c9fd326b772930f1bc361ef0caea6dca32ad,Census,synthetic,categorical,test_f1_binary_end,0.6061543751074437,0.6061543751074437,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2d2199a7ef429b983a830fe7d24f296fe5e82421,Census,synthetic,compare_sdv_categorical,test_f1_macro_end,0.7170731252988158,0.7170731252988158,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2d2199a7ef429b983a830fe7d24f296fe5e82421,Census,synthetic,compare_sdv_categorical,test_f1_micro_end,0.7589754356498005,0.7589754356498005,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_categorical_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,2d2199a7ef429b983a830fe7d24f296fe5e82421,Census,synthetic,compare_sdv_categorical,test_f1_binary_end,0.6081911262798635,0.6081911262798635,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,d99305a19ef20ce0b2e94f157536abb41843fb52,Census,synthetic,compare_sdv_gaussian,test_f1_macro_end,0.599631068979284,0.599631069,-2.0715984483388183e-11
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,d99305a19ef20ce0b2e94f157536abb41843fb52,Census,synthetic,compare_sdv_gaussian,test_f1_micro_end,0.7862691580936385,0.7862691580936385,0.0
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_gaussian_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,d99305a19ef20ce0b2e94f157536abb41843fb52,Census,synthetic,compare_sdv_gaussian,test_f1_binary_end,0.32627399073461283,0.3262739907346128,5.551115123125783e-17
src/modeling_thuy/output/census/acc/DNN_Census_train_synthetic_augment_compare_sdv_pca_gmm_mix_ratio-1_n-1_test_original_lr0.001_B512_G500.weight.pth.report.txt,1a5777a8d3ad268c45fbf499d6e587bcd2a51a79,Census,synthetic,compare_sdv_pca_gmm,test_f1_macro_end,0.7279380377241917,0.7279380377241917,0.0
