source,source_row,source_col,method,metric,train,dataset,value
Mar23.csv,19,37,pca_gmm,test_f1_micro_max,synthetic,MNIST28,0.801
Mar23.csv,20,2,rf,test_f1_macro_end,mix,Adult_mix,0.7746396429611135
Mar23.csv,20,6,rf,test_f1_macro_end,synthetic,Adult,0.7579927197504357
Mar23.csv,20,7,rf,test_f1_macro_end,synthetic,Census,0.7456012588668144
Mar23.csv,20,8,rf,test_f1_macro_end,synthetic,Covertype,0.6414576890135034
Mar23.csv,20,9,rf,test_f1_macro_end,synthetic,MNIST12,0.8816215572486479
Mar23.csv,20,10,rf,test_f1_macro_end,synthetic,MNIST28,0.8587534287735108
Mar23.csv,20,11,rf,test_f1_macro_max,mix,Adult_mix,0.7843907765473556
Mar23.csv,20,15,rf,test_f1_macro_max,synthetic,Adult,0.7760147845942743
Mar23.csv,20,16,rf,test_f1_macro_max,synthetic,Census,0.7771708615522934
Mar23.csv,20,17,rf,test_f1_macro_max,synthetic,Covertype,0.6527164450673965
Mar23.csv,20,18,rf,test_f1_macro_max,synthetic,MNIST12,0.8837177043389772
Mar23.csv,20,19,rf,test_f1_macro_max,synthetic,MNIST28,0.8675718944451896
Mar23.csv,20,20,rf,test_f1_micro_end,mix,Adult_mix,0.8436909510812514
Mar23.csv,20,24,rf,test_f1_micro_end,synthetic,Adult,0.8374973756036111
Mar23.csv,20,25,rf,test_f1_micro_end,synthetic,Census,0.8348729792147807
Mar23.csv,20,26,rf,test_f1_micro_end,synthetic,Covertype,0.793
Mar23.csv,20,27,rf,test_f1_micro_end,synthetic,MNIST12,0.8814
Mar23.csv,20,28,rf,test_f1_micro_end,synthetic,MNIST28,0.8586
Mar23.csv,20,29,rf,test_f1_micro_max,mix,Adult_mix,0.8466302750367416
Mar23.csv,20,33,rf,test_f1_micro_max,synthetic,Adult,0.8408566029813143
Mar23.csv,20,34,rf,test_f1_micro_max,synthetic,Census,0.8418013856812933
Mar23.csv,20,35,rf,test_f1_micro_max,synthetic,Covertype,0.7947
Mar23.csv,20,36,rf,test_f1_micro_max,synthetic,MNIST12,0.8836
Mar23.csv,20,37,rf,test_f1_micro_max,synthetic,MNIST28,0.8675
Mar23.csv,21,9,sdv_tvae_categorical,test_f1_macro_end,synthetic,MNIST12,0.8140095282736771
Mar23.csv,21,10,sdv_tvae_categorical,test_f1_macro_end,synthetic,MNIST28,0.828504185
Mar23.csv,21,18,sdv_tvae_categorical,test_f1_macro_max,synthetic,MNIST12,0.8166074611458665
Mar23.csv,21,19,sdv_tvae_categorical,test_f1_macro_max,synthetic,MNIST28,0.8309354815861824
Mar23.csv,21,27,sdv_tvae_categorical,test_f1_micro_end,synthetic,MNIST12,0.8166
Mar23.csv,21,28,sdv_tvae_categorical,test_f1_micro_end,synthetic,MNIST28,0.8309
Mar23.csv,21,36,sdv_tvae_categorical,test_f1_micro_max,synthetic,MNIST12,0.8193
Mar23.csv,21,37,sdv_tvae_categorical,test_f1_micro_max,synthetic,MNIST28,0.8333
